id,updated_at,name,lat,long,nb_bikes,nb_empty_docks,installed,locked,temporary
562,2013-07-01T16:10:25-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T16:20:24-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T16:30:08-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T16:40:37-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T16:50:25-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T17:00:13-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T17:10:30-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T17:20:23-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T17:30:12-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T17:40:23-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T17:50:23-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T18:00:07-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T18:10:26-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T18:20:24-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T18:30:10-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T18:40:24-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T18:50:24-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T19:00:07-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T19:10:25-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T19:20:29-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T19:30:08-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T19:40:24-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T19:50:26-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T20:00:13-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T20:10:30-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T20:20:23-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T20:30:07-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T20:40:26-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T20:50:24-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T21:00:07-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T21:10:25-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T21:20:23-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T21:30:06-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T21:40:05-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T21:50:31-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T22:00:10-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T22:10:23-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T22:20:25-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T22:30:09-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T22:40:31-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T22:50:27-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T23:00:07-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-01T23:10:24-0700,Bury Place,51.51746,-0.12335,1,20,true,false,false
562,2013-07-01T23:20:24-0700,Bury Place,51.51746,-0.12335,1,20,true,false,false
562,2013-07-01T23:30:07-0700,Bury Place,51.51746,-0.12335,2,19,true,false,false
562,2013-07-01T23:40:23-0700,Bury Place,51.51746,-0.12335,2,19,true,false,false
562,2013-07-01T23:50:29-0700,Bury Place,51.51746,-0.12335,2,19,true,false,false
562,2013-07-02T00:00:07-0700,Bury Place,51.51746,-0.12335,4,17,true,false,false
562,2013-07-02T00:10:25-0700,Bury Place,51.51746,-0.12335,4,17,true,false,false
562,2013-07-02T00:20:24-0700,Bury Place,51.51746,-0.12335,5,16,true,false,false
562,2013-07-02T00:30:06-0700,Bury Place,51.51746,-0.12335,10,11,true,false,false
562,2013-07-02T00:40:30-0700,Bury Place,51.51746,-0.12335,14,7,true,false,false
562,2013-07-02T00:49:46-0700,Bury Place,51.51746,-0.12335,18,3,true,false,false
562,2013-07-02T01:00:29-0700,Bury Place,51.51746,-0.12335,20,1,true,false,false
562,2013-07-02T01:10:30-0700,Bury Place,51.51746,-0.12335,21,0,true,false,false
562,2013-07-02T01:20:25-0700,Bury Place,51.51746,-0.12335,21,0,true,false,false
562,2013-07-02T01:30:06-0700,Bury Place,51.51746,-0.12335,21,0,true,false,false
562,2013-07-02T01:40:23-0700,Bury Place,51.51746,-0.12335,21,0,true,false,false
562,2013-07-02T01:50:24-0700,Bury Place,51.51746,-0.12335,21,0,true,false,false
562,2013-07-02T02:00:06-0700,Bury Place,51.51746,-0.12335,21,0,true,false,false
562,2013-07-02T02:10:27-0700,Bury Place,51.51746,-0.12335,21,0,true,false,false
562,2013-07-02T02:20:25-0700,Bury Place,51.51746,-0.12335,20,1,true,false,false
562,2013-07-02T02:30:06-0700,Bury Place,51.51746,-0.12335,20,1,true,false,false
562,2013-07-02T02:40:24-0700,Bury Place,51.51746,-0.12335,21,0,true,false,false
562,2013-07-02T02:50:23-0700,Bury Place,51.51746,-0.12335,21,0,true,false,false
562,2013-07-02T03:00:06-0700,Bury Place,51.51746,-0.12335,21,0,true,false,false
562,2013-07-02T03:10:23-0700,Bury Place,51.51746,-0.12335,21,0,true,false,false
562,2013-07-02T03:20:25-0700,Bury Place,51.51746,-0.12335,21,0,true,false,false
562,2013-07-02T03:30:06-0700,Bury Place,51.51746,-0.12335,21,0,true,false,false
562,2013-07-02T03:40:33-0700,Bury Place,51.51746,-0.12335,21,0,true,false,false
562,2013-07-02T03:50:24-0700,Bury Place,51.51746,-0.12335,21,0,true,false,false
562,2013-07-02T04:00:06-0700,Bury Place,51.51746,-0.12335,21,0,true,false,false
562,2013-07-02T04:10:29-0700,Bury Place,51.51746,-0.12335,21,0,true,false,false
562,2013-07-02T04:20:25-0700,Bury Place,51.51746,-0.12335,21,0,true,false,false
562,2013-07-02T04:30:09-0700,Bury Place,51.51746,-0.12335,18,3,true,false,false
562,2013-07-02T04:40:24-0700,Bury Place,51.51746,-0.12335,17,4,true,false,false
562,2013-07-02T04:50:26-0700,Bury Place,51.51746,-0.12335,18,3,true,false,false
562,2013-07-02T05:00:08-0700,Bury Place,51.51746,-0.12335,20,1,true,false,false
562,2013-07-02T05:10:25-0700,Bury Place,51.51746,-0.12335,20,1,true,false,false
562,2013-07-02T05:20:23-0700,Bury Place,51.51746,-0.12335,21,0,true,false,false
562,2013-07-02T05:30:10-0700,Bury Place,51.51746,-0.12335,21,0,true,false,false
562,2013-07-02T05:40:28-0700,Bury Place,51.51746,-0.12335,21,0,true,false,false
562,2013-07-02T05:50:24-0700,Bury Place,51.51746,-0.12335,20,1,true,false,false
562,2013-07-02T06:00:13-0700,Bury Place,51.51746,-0.12335,21,0,true,false,false
562,2013-07-02T06:10:23-0700,Bury Place,51.51746,-0.12335,21,0,true,false,false
562,2013-07-02T06:20:24-0700,Bury Place,51.51746,-0.12335,21,0,true,false,false
562,2013-07-02T06:30:07-0700,Bury Place,51.51746,-0.12335,21,0,true,false,false
562,2013-07-02T06:40:25-0700,Bury Place,51.51746,-0.12335,21,0,true,false,false
562,2013-07-02T06:50:26-0700,Bury Place,51.51746,-0.12335,20,1,true,false,false
562,2013-07-02T07:00:33-0700,Bury Place,51.51746,-0.12335,20,1,true,false,false
562,2013-07-02T07:10:38-0700,Bury Place,51.51746,-0.12335,20,1,true,false,false
562,2013-07-02T07:20:35-0700,Bury Place,51.51746,-0.12335,20,1,true,false,false
562,2013-07-02T07:30:07-0700,Bury Place,51.51746,-0.12335,20,1,true,false,false
562,2013-07-02T07:40:31-0700,Bury Place,51.51746,-0.12335,20,1,true,false,false
562,2013-07-02T07:50:25-0700,Bury Place,51.51746,-0.12335,20,1,true,false,false
562,2013-07-02T08:00:08-0700,Bury Place,51.51746,-0.12335,20,1,true,false,false
562,2013-07-02T08:10:28-0700,Bury Place,51.51746,-0.12335,19,2,true,false,false
562,2013-07-02T08:20:35-0700,Bury Place,51.51746,-0.12335,19,2,true,false,false
562,2013-07-02T08:30:12-0700,Bury Place,51.51746,-0.12335,17,4,true,false,false
562,2013-07-02T08:40:31-0700,Bury Place,51.51746,-0.12335,17,4,true,false,false
562,2013-07-02T08:50:28-0700,Bury Place,51.51746,-0.12335,17,4,true,false,false
562,2013-07-02T09:00:14-0700,Bury Place,51.51746,-0.12335,17,4,true,false,false
562,2013-07-02T09:10:30-0700,Bury Place,51.51746,-0.12335,16,5,true,false,false
562,2013-07-02T09:20:24-0700,Bury Place,51.51746,-0.12335,16,5,true,false,false
562,2013-07-02T09:30:23-0700,Bury Place,51.51746,-0.12335,15,6,true,false,false
562,2013-07-02T09:40:32-0700,Bury Place,51.51746,-0.12335,14,7,true,false,false
